iteration,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,d1,d2,d3,d4,d5,d6,d7,d8,s11_1,s11_2,s11_3,s11_4,s11_5,s11_6,s11_7,s11_8,s11_9,s11_10,mises_1,mises_2,mises_3,mises_4,mises_5,mises_6,mises_7,mises_8,mises_9,mises_10
133,0.0149628206088,0.0222835171171,0.00809652131698,0.0189452066432,0.0051292371886,0.0160341315904,0.00789066264035,0.0121163821051,0.00205489730017,0.0186919944904,14.6796865463,-58.3091697693,-19.5513420105,-60.672252655,8.7811870575,-25.3426189423,-16.4190692902,-25.3763198853,-23618798.0,254124.140625,44477424.0,17818752.0,-123807392.0,66214220.0,-6914958.0,33770912.0,-62440436.0,26380708.0,23618798.0,254124.140625,44477424.0,17818752.0,123807392.0,66214220.0,6914958.0,33770912.0,62440436.0,26380708.0
134,0.00476296730045,0.0104969559101,0.00659746126107,0.0183057705102,0.013405233289,0.0139139647525,0.0170569376566,0.00580027060841,0.00137174879083,0.0187190670159,28.3742103577,-69.9025497437,-17.2028541565,-71.1479721069,16.203496933,-31.2068958282,-8.32325935364,-30.6824607849,-66956256.0,-3954487.0,91772816.0,9391084.0,-62761236.0,122181880.0,-9510844.0,84299376.0,-56566292.0,24637424.0,66956256.0,3954487.0,91772816.0,9391084.0,62761236.0,122181880.0,9510844.0,84299376.0,56566292.0,24637424.0
135,0.00716742797495,0.0183523457711,0.0216035196471,0.0142293869113,0.00238613559703,0.0192917901853,0.0143248013411,0.00559765011884,0.00474127810266,0.0114938840206,20.8177394867,-56.660533905,-15.6176996231,-63.62682724,17.3118190765,-22.276096344,-9.70681285858,-22.0454921722,-44570828.0,-1738863.75,26436264.0,52529076.0,-73193872.0,130539152.0,-15422091.0,46519680.0,-18716472.0,31749914.0,44570828.0,1738863.75,26436264.0,52529076.0,73193872.0,130539152.0,15422091.0,46519680.0,18716472.0,31749914.0
136,0.00279766289548,0.0204635722563,0.0160010565747,0.0185102347199,0.00870363819541,0.0208502681972,0.00307666140861,0.0161899511575,0.0057936826346,0.000141784238836,9.88764858246,-91.6484680176,-46.4942359924,-91.8046188354,9.65307044983,-26.8513393402,-25.8951129913,-28.7537307739,-155326928.0,14344920.0,1768833.625,1177444.75,-195261152.0,72788624.0,-102218440.0,10777658.0,-64841460.0,33200574.0,155326928.0,14344920.0,1768833.625,1177444.75,195261152.0,72788624.0,102218440.0,10777658.0,64841460.0,33200574.0
137,0.0027824757988,0.00459877192265,0.0172505354374,0.00857368509272,0.0109153300493,0.0138778628227,0.00608771158285,0.0144375243191,0.0151837998699,0.0208092333573,12.8122472763,-62.1680641174,-22.1908798218,-65.4966583252,10.4193916321,-25.4123363495,-14.0485811234,-30.3688335419,-61396700.0,37374288.0,18043238.0,25099164.0,-105932816.0,78567048.0,-18618922.0,61531136.0,-56526876.0,28178918.0,61396700.0,37374288.0,18043238.0,25099164.0,105932816.0,78567048.0,18618922.0,61531136.0,56526876.0,28178918.0
138,0.0113845608143,0.0193210435221,0.0218537687591,0.0173755247442,0.0095452401666,0.00618498504165,0.00226092190111,0.0187747238432,0.0029785924426,0.012660230473,11.0345964432,-74.7653198242,-35.0602073669,-75.4306869507,8.90234279633,-22.8997039795,-30.4366550446,-31.8751583099,-34863736.0,67679088.0,16078182.0,5017193.0,-229506496.0,67127792.0,-5349609.5,5423493.0,-52773296.0,32304974.0,34863736.0,67679088.0,16078182.0,5017193.0,229506496.0,67127792.0,5349609.5,5423493.0,52773296.0,32304974.0
139,0.0102825197886,0.00106994135946,0.00488688656026,0.018591631046,0.0121906145519,0.0208773669539,0.0205075741244,0.00217750058485,0.015331190593,0.00102066218779,63.3526573181,-189.594299316,-10.128487587,-189.945907593,63.0730781555,-108.422241211,-4.8085603714,-109.555091858,-40114716.0,8542251.0,2108146.5,2651257.0,-36258772.0,475600256.0,-44782756.0,394918720.0,-170976848.0,31376226.0,40114716.0,8542251.0,2108146.5,2651257.0,36258772.0,475600256.0,44782756.0,394918720.0,170976848.0,31376226.0
140,0.00957845117432,0.0100087717251,0.0216087739413,0.0134665501358,0.00433881367924,0.0115395093511,0.0118115864921,0.00449811968566,0.00816115003074,0.0198211792379,26.3687324524,-71.2623519897,-14.8354740143,-76.2824630737,23.6998329163,-29.9324398041,-10.9510116577,-30.8344841003,-29290646.0,6801838.0,20124740.0,37853932.0,-82575704.0,178707728.0,-11718356.0,74965304.0,-23498374.0,29463288.0,29290646.0,6801838.0,20124740.0,37853932.0,82575704.0,178707728.0,11718356.0,74965304.0,23498374.0,29463288.0
141,0.0221627252487,0.0175550294516,0.0015125738737,0.0204603427017,0.0103845065263,0.0188429420035,0.00404108273679,0.00338585826268,0.0204780346553,0.00648998787914,23.5566768646,-125.167152405,-41.2463645935,-126.696800232,22.7809810638,-56.7108078003,-39.301486969,-55.3862266541,-14665279.0,-9987952.0,5849098.5,11534290.0,-296351424.0,171779168.0,-26100416.0,60643204.0,-127923312.0,22465494.0,14665279.0,9987952.0,5849098.5,11534290.0,296351424.0,171779168.0,26100416.0,60643204.0,127923312.0,22465494.0
142,0.00102960821492,0.0113436054711,0.022367601675,0.0188754163454,0.00898466785991,0.0224240132893,0.018001012787,0.0190233233378,0.0146103285857,0.00894146758343,9.486079216,-45.8141174316,-24.8685455322,-50.21043396,6.78254365921,-15.6389799118,-5.94007539749,-17.8932170868,-142729440.0,16997990.0,20385916.0,33150282.0,-44790924.0,51143524.0,-47108084.0,45066112.0,-33390818.0,11010452.0,142729440.0,16997990.0,20385916.0,33150282.0,44790924.0,51143524.0,47108084.0,45066112.0,33390818.0,11010452.0
143,0.0204565833149,0.0106585700885,0.0211081415843,0.0124953429149,0.0205499901312,0.0108055621462,0.00967200412497,0.0133171257197,0.00720583169064,0.00342443431366,11.4809827805,-53.2974472046,-12.9993677139,-53.8203887939,9.98962688446,-19.9113769531,-10.6411085129,-22.2992591858,-17782366.0,18005728.0,11245514.0,3943224.5,-80238896.0,75326416.0,-33464938.0,43953928.0,-37407300.0,41170988.0,17782366.0,18005728.0,11245514.0,3943224.5,80238896.0,75326416.0,33464938.0,43953928.0,37407300.0,41170988.0
144,0.0133317666196,0.0192236850024,0.00631552113297,0.0195402822011,0.0177861442021,0.0175282203282,0.00940873178904,0.02255199676,0.0178705778853,0.0130236108954,5.85697221756,-49.8139038086,-16.8096656799,-51.0935974121,4.58332681656,-24.4567184448,-14.0922822952,-24.9215221405,-20490328.0,3504832.25,9603878.0,9649505.0,-106262336.0,34560408.0,-18636730.0,40828744.0,-74927296.0,19770674.0,20490328.0,3504832.25,9603878.0,9649505.0,106262336.0,34560408.0,18636730.0,40828744.0,74927296.0,19770674.0
145,0.00261624448383,0.0129823248634,0.000383864642626,0.0203777396616,0.00764242224014,0.00835512633455,0.0124658892508,0.0144156898854,0.0131830135652,0.0109805158903,6.98879671097,-67.8860321045,-23.4776096344,-72.2914047241,4.43492174149,-40.8643608093,-13.7993373871,-38.4255485535,-72978664.0,-18389778.0,19257400.0,33218576.0,-104053400.0,33441366.0,-32696766.0,92846528.0,-137347440.0,13250532.0,72978664.0,18389778.0,19257400.0,33218576.0,104053400.0,33441366.0,32696766.0,92846528.0,137347440.0,13250532.0
146,0.0143456800092,0.0191376437136,0.0101086355964,0.0113217875899,0.0183090126468,0.000136704687303,0.00367920041539,0.00737967412834,0.00487786997684,0.0202381440448,16.7723293304,-94.8250808716,-37.2548522949,-95.2493591309,15.1798019409,-30.0187931061,-33.684425354,-43.2826728821,-26922674.0,100015808.0,12008395.0,3199267.5,-253996176.0,114462744.0,-4093176.25,36187624.0,-55946436.0,48243572.0,26922674.0,100015808.0,12008395.0,3199267.5,253996176.0,114462744.0,4093176.25,36187624.0,55946436.0,48243572.0
147,0.0033978293228,0.00248960993512,0.00720336573601,0.0115145897886,0.0185597489228,0.022482062406,0.0192441052369,0.0137710227479,0.000906794808883,0.00148922033344,19.6452674866,-85.0033416748,-19.7469844818,-85.4588394165,10.3224344254,-42.9762039185,-4.87439870834,-44.4274597168,-112146192.0,10943153.0,70298480.0,3434662.75,-36755228.0,77835944.0,-60535644.0,149124208.0,-123112272.0,46800696.0,112146192.0,10943153.0,70298480.0,3434662.75,36755228.0,77835944.0,60535644.0,149124208.0,123112272.0,46800696.0
148,0.0142641764581,0.0185237496069,0.00603933936055,0.0218868120952,0.012454722056,0.0129813274123,0.0139913655528,0.00174706778227,0.0038971408919,0.021143050508,39.2661933899,-85.5514526367,-15.2651472092,-87.3051300049,33.6616859436,-33.5778121948,-12.660943985,-30.7024478912,-19636894.0,-21681574.0,42260584.0,13223555.0,-95469392.0,253824736.0,-11016099.0,68020656.0,316227.125,18098932.0,19636894.0,21681574.0,42260584.0,13223555.0,95469392.0,253824736.0,11016099.0,68020656.0,316227.125,18098932.0
149,0.00607948823362,0.00193575935128,0.00642029971246,0.0164128120014,0.00597844900823,0.00480229917366,0.00630095413694,0.0108790948369,0.0166696055679,0.00684579317698,14.1117191315,-93.2234954834,-22.0616645813,-95.2102508545,13.3991823196,-51.6307830811,-14.3125429153,-59.8918075562,-58431980.0,62291952.0,5372856.5,14981034.0,-107923208.0,101036048.0,-18502134.0,171844400.0,-144142000.0,30609066.0,58431980.0,62291952.0,5372856.5,14981034.0,107923208.0,101036048.0,18502134.0,171844400.0,144142000.0,30609066.0
150,0.0197314366807,0.0220368720978,0.0185718086496,0.00175182485493,0.00716412696219,0.020908695982,0.0194133366661,0.00306086412485,0.010018892243,0.00825598330911,26.2892894745,-72.8201904297,-9.466132164,-78.9425888062,21.9114017487,-23.1418571472,-8.69949626923,-22.8047962189,-5780789.0,-2541586.0,33011302.0,46165680.0,-65598236.0,165222128.0,-56653804.0,53180256.0,-4639100.0,92081104.0,5780789.0,2541586.0,33011302.0,46165680.0,65598236.0,165222128.0,56653804.0,53180256.0,4639100.0,92081104.0
151,0.016893016831,0.000706541149308,0.00716454124154,0.0169450363824,0.0200323162802,0.000974905286721,0.0133097192548,0.0150044645069,0.0197180878288,0.00962152871901,9.73605537415,-85.0520401001,-10.2802343369,-84.1588745117,10.643456459,-50.4024124146,-5.72919940948,-74.846534729,-34316912.0,184320000.0,-6842220.5,-6734902.5,-43200820.0,80256592.0,19830468.0,260588368.0,-149900480.0,48382512.0,34316912.0,184320000.0,6842220.5,6734902.5,43200820.0,80256592.0,19830468.0,260588368.0,149900480.0,48382512.0
152,0.021973078898,0.00450602866503,0.00264445411376,0.00298862473167,0.0132730194905,0.00281736005939,0.00606376021625,0.00448071321098,0.00130521338147,0.0217328711551,43.8059425354,-140.193130493,-23.7656002045,-142.297012329,22.410987854,-66.7219543457,-22.3518943787,-70.401008606,-10660000.0,27741766.0,161327872.0,15864292.0,-168543648.0,168989248.0,-13702099.0,181156288.0,-167062608.0,110839064.0,10660000.0,27741766.0,161327872.0,15864292.0,168543648.0,168989248.0,13702099.0,181156288.0,167062608.0,110839064.0
153,0.00760251945255,0.0217696350077,0.016347230026,0.00500920325938,0.0210609512322,0.000270607010083,0.0221668665243,0.000786593566701,0.00576461657314,0.0124900760941,69.8757247925,-118.26512146,-8.00082874298,-121.265586853,58.9135322571,-56.7252578735,-8.55386352539,-25.5252857208,4170133.5,-235262256.0,82660008.0,22624924.0,-64500096.0,444235360.0,-53952952.0,63986196.0,8250311.5,-8950641.0,4170133.5,235262256.0,82660008.0,22624924.0,64500096.0,444235360.0,53952952.0,63986196.0,8250311.5,8950641.0
154,0.000266683177811,0.0172813101582,0.0019664124388,0.0184607845511,0.000850550103937,0.011954111686,0.00477652059299,0.00656296682948,0.0111057089763,0.00842343204585,16.3779964447,-109.910842896,-96.7883682251,-158.968276978,12.620844841,-46.9142189026,-32.0575294495,-47.46459198,-488100512.0,4150058.75,28330668.0,369915808.0,-241728640.0,95167024.0,-52823692.0,58088188.0,-129293968.0,9971697.0,488100512.0,4150058.75,28330668.0,369915808.0,241728640.0,95167024.0,52823692.0,58088188.0,129293968.0,9971697.0
155,0.00888739092938,0.0147752543495,0.00445683607209,0.00414740777808,0.0154725530287,0.00674760353771,0.0210701508207,0.00965892685219,0.0107349555575,0.000581793891601,9.88510036469,-82.9073181152,-12.7029800415,-83.4639511108,9.08281135559,-27.3231258392,-7.03474187851,-24.1169471741,-42741148.0,-24176082.0,6049628.5,4197275.5,-53045216.0,68488608.0,-157861600.0,64403872.0,-68770216.0,129526440.0,42741148.0,24176082.0,6049628.5,4197275.5,53045216.0,68488608.0,157861600.0,64403872.0,68770216.0,129526440.0
156,0.000525162472311,0.00241937162373,0.0141491447152,0.0150255175885,0.0215034890068,0.00979921164804,0.0159967411532,0.00779792015457,0.00172787477619,0.00952257629333,41.0388183594,-100.841072083,-44.2861442566,-102.641052246,18.6378726959,-35.8990211487,-5.66473197937,-42.6409645081,-291223360.0,50837392.0,168913504.0,13572700.0,-42714704.0,140538208.0,-43344680.0,139408976.0,-65078520.0,14394797.0,291223360.0,50837392.0,168913504.0,13572700.0,42714704.0,140538208.0,43344680.0,139408976.0,65078520.0,14394797.0
157,0.015860579917,0.0181711205221,0.021498670497,0.018800534491,0.0127525960236,0.0124542419595,0.011344663669,0.0108156987646,0.0153846697017,0.0130249057626,12.0595769882,-46.6409072876,-12.9995651245,-48.1613845825,10.7992305756,-18.4052429199,-10.5029153824,-19.8677577972,-18825896.0,11028047.0,9503598.0,11465113.0,-79196848.0,81431208.0,-15875144.0,35307632.0,-28676428.0,22460574.0,18825896.0,11028047.0,9503598.0,11465113.0,79196848.0,81431208.0,15875144.0,35307632.0,28676428.0,22460574.0
158,0.0193632843138,0.0101956699854,0.0106708590159,0.0187984258539,0.015275328751,0.0118706364586,0.012748815295,0.0182044550995,0.0137382427191,0.00589606706792,7.59332752228,-47.2669067383,-11.3854465485,-48.1105651855,6.65527582169,-23.133398056,-9.00458812714,-24.4868488312,-17952776.0,10205650.0,7073345.5,6361579.5,-67898768.0,50183864.0,-23308110.0,58371712.0,-62126340.0,26152010.0,17952776.0,10205650.0,7073345.5,6361579.5,67898768.0,50183864.0,23308110.0,58371712.0,62126340.0,26152010.0
159,0.00704667712964,0.0136757038147,0.00109249903864,0.0103646196325,0.0201457424903,0.00528787839323,0.0100623941287,0.0158128433132,0.0209023450801,0.0157400729702,6.3768286705,-67.2452850342,-19.2936840057,-69.1090240479,4.58054685593,-39.3834228516,-16.2508335114,-37.8706932068,-22944506.0,-11406690.0,13544797.0,14053491.0,-122538816.0,34539448.0,-25437480.0,81511888.0,-131214920.0,22061026.0,22944506.0,11406690.0,13544797.0,14053491.0,122538816.0,34539448.0,25437480.0,81511888.0,131214920.0,22061026.0
160,0.0141537000616,0.00870531458989,0.00990933101462,0.014516644976,0.00808432388832,0.0177353013836,0.000244452736979,0.0169819247698,0.0167708930112,0.00696103011049,13.4425945282,-159.215591431,-80.547203064,-160.582458496,12.7837057114,-57.9112129211,-77.1602249146,-64.122833252,-25539376.0,46838496.0,4968329.0,10306785.0,-581823872.0,96395072.0,-16928098.0,-49153976.0,-170141168.0,35215216.0,25539376.0,46838496.0,4968329.0,10306785.0,581823872.0,96395072.0,16928098.0,49153976.0,170141168.0,35215216.0
161,0.000396916836703,0.00767533558365,0.0133284646241,0.0177820480218,0.019660647186,0.00475684240295,0.00190071353108,0.00275983542682,0.0223333677349,0.0145952340854,48.8773422241,-188.817443848,-81.5302124023,-191.309539795,46.6834983826,-61.5064163208,-56.3550834656,-74.0900115967,-189832128.0,94886128.0,16542596.0,18791512.0,-424943456.0,352015232.0,-35798384.0,66864792.0,-55885836.0,5992441.5,189832128.0,94886128.0,16542596.0,18791512.0,424943456.0,352015232.0,35798384.0,66864792.0,55885836.0,5992441.5
162,0.00295077629767,0.015616033574,0.0216674412351,0.0137394826322,0.00529752355257,0.0217330121278,0.0158364620645,0.00418080538731,0.0173152277902,0.0114140129018,23.0404968262,-65.2132415771,-18.8235836029,-71.0363693237,21.2589321136,-25.1608734131,-9.28703308105,-25.2414360046,-71910016.0,607483.0625,13433825.0,43909108.0,-70028536.0,160302208.0,-28820688.0,60151796.0,-14711222.0,21840888.0,71910016.0,607483.0625,13433825.0,43909108.0,70028536.0,160302208.0,28820688.0,60151796.0,14711222.0,21840888.0
163,0.0129874480926,0.00829752848009,0.0066752843591,0.00952823167949,0.0119145781606,0.0104516966535,0.0195683023492,0.0017311087535,0.00454123931543,0.0211726176576,47.5108146667,-104.356170654,-10.7144346237,-106.81124115,41.0695953369,-46.1997795105,-8.42473125458,-44.5129966736,-17265426.0,-12719105.0,48569776.0,18512330.0,-63526380.0,309683808.0,-14732666.0,136061136.0,-19341970.0,33281454.0,17265426.0,12719105.0,48569776.0,18512330.0,63526380.0,309683808.0,14732666.0,136061136.0,19341970.0,33281454.0
164,0.0137489637264,0.0139667708464,0.0142419686605,0.00554351042584,0.00894817606496,0.00479254227522,0.00348266248983,0.0223438162519,0.016810693727,0.0198581708809,7.96067333221,-72.1948547363,-29.135187149,-75.1495285034,6.38792800903,-23.0189208984,-26.767780304,-33.700668335,-17851340.0,80545328.0,11859229.0,22279608.0,-201841472.0,48167936.0,-14197679.0,26138594.0,-62702700.0,62614092.0,17851340.0,80545328.0,11859229.0,22279608.0,201841472.0,48167936.0,14197679.0,26138594.0,62702700.0,62614092.0
165,9.29519910311e-05,0.0159246865216,0.0069795417339,0.0112729495127,0.0152666621001,0.000762328674356,0.00840949986488,0.0125337261201,0.0197509974641,0.0116174199547,9.11192417145,-77.2199401855,-59.0891342163,-80.8375549316,6.3156580925,-14.4895210266,-18.6449966431,-36.0166931152,-304967552.0,162324864.0,21085144.0,27278498.0,-140591920.0,47622992.0,-50695768.0,65495324.0,-30817358.0,3556245.25,304967552.0,162324864.0,21085144.0,27278498.0,140591920.0,47622992.0,50695768.0,65495324.0,30817358.0,3556245.25
166,0.00721197456738,0.0136566917529,0.0132029405575,0.006642342963,0.0124021243951,0.00627828722859,0.000314318031084,0.00705753777519,0.00200642262834,0.0111373909696,35.654548645,-201.986862183,-91.4866867065,-202.958572388,29.6482067108,-61.8369903564,-84.9784545898,-78.2933502197,-49075084.0,124088600.0,45290600.0,7327143.5,-640776960.0,223561216.0,-11538812.0,-25204380.0,-121359176.0,75354440.0,49075084.0,124088600.0,45290600.0,7327143.5,640776960.0,223561216.0,11538812.0,25204380.0,121359176.0,75354440.0
167,0.0113458733073,0.0196573979148,0.016902857309,0.016935991956,0.0223467923966,0.00602054782596,0.00845400544483,0.00525214654938,0.0023680030969,0.0116629600556,26.0435237885,-72.2803649902,-19.6549301147,-72.9803924561,19.4373073578,-26.6492671967,-15.8346166611,-26.6084632874,-28806932.0,-307673.0,49813948.0,5278582.5,-119400352.0,146566304.0,-14303337.0,40619900.0,-27190762.0,27292298.0,28806932.0,307673.0,49813948.0,5278582.5,119400352.0,146566304.0,14303337.0,40619900.0,27190762.0,27292298.0
168,0.0115751155769,0.0029814054106,0.0208356236625,0.0220958971881,0.0015982474437,0.000131410963113,0.00145167506519,0.0165385690978,0.0192587818679,0.00155007172017,7.84971094131,-120.656471252,-67.8790359497,-107.867256165,8.9110622406,-20.9097213745,-61.0170021057,-89.0874786377,-51742952.0,514091904.0,-8003085.5,-96436616.0,-460096480.0,67193544.0,140621056.0,105832216.0,-45237728.0,38333568.0,51742952.0,514091904.0,8003085.5,96436616.0,460096480.0,67193544.0,140621056.0,105832216.0,45237728.0,38333568.0
169,0.000261830742846,0.0121745584222,0.00755266032488,0.00048197754928,0.000258158978442,0.00481981301845,0.00456647245434,0.00671157791212,0.0124609928023,0.0057210707919,19.7229385376,-109.618041992,-100.128593445,-264.345794678,16.5173892975,-35.9421615601,-27.3944396973,-42.752658844,-548449216.0,51354308.0,24171334.0,1166718976.0,-206566784.0,124548768.0,-74454552.0,57904044.0,-73235896.0,421352224.0,548449216.0,51354308.0,24171334.0,1166718976.0,206566784.0,124548768.0,74454552.0,57904044.0,73235896.0,421352224.0
170,0.00531879277165,0.00480606419694,0.0200352630412,0.00543307687528,0.0125660352595,0.0102533042469,0.00752323962329,0.00922023890448,0.000420122835849,0.00422727749934,39.3893623352,-89.5081787109,-21.3780193329,-90.3012695312,15.6679525375,-27.7344856262,-12.1611671448,-31.2895717621,-69499344.0,26806996.0,178870416.0,5980230.5,-91700840.0,118143624.0,-25140212.0,72118520.0,-45493628.0,96219360.0,69499344.0,26806996.0,178870416.0,5980230.5,91700840.0,118143624.0,25140212.0,72118520.0,45493628.0,96219360.0
171,0.0144759317749,0.01720869515,0.00497768836666,0.00403544667043,0.0204561971452,0.00226201056901,0.0179602571054,0.0198337288958,0.00335464956622,0.018818583319,14.6683921814,-50.9209136963,-9.94108963013,-52.5986785889,4.43759822845,-20.9305343628,-8.23703765869,-22.8570919037,-12849340.0,14527140.0,77144928.0,12651139.0,-62111084.0,33461548.0,-19448328.0,55120996.0,-62182196.0,65185264.0,12849340.0,14527140.0,77144928.0,12651139.0,62111084.0,33461548.0,19448328.0,55120996.0,62182196.0,65185264.0
172,0.00343927669705,0.00103076882568,0.00650597639218,0.00781415988291,0.013336445284,0.0100255900323,0.0179286527175,0.0150305502889,0.00274424840788,0.00461732280863,17.4393768311,-92.5023956299,-15.9742574692,-93.9402389526,10.4517765045,-53.1035346985,-4.39837741852,-58.9181861877,-87287504.0,43845164.0,52689748.0,10842044.0,-33165806.0,78811240.0,-44286852.0,205552320.0,-160807008.0,54331576.0,87287504.0,43845164.0,52689748.0,10842044.0,33165806.0,78811240.0,44286852.0,205552320.0,160807008.0,54331576.0
173,0.0168635891074,0.00267085935301,0.0215133485009,0.0183363294226,0.0050107198889,0.00650322900504,0.00573785296226,0.00958244803651,0.00565936471814,0.000786562955551,16.6162605286,-71.3163146973,-17.2319698334,-71.6223144531,16.3453330994,-29.182390213,-13.8249197006,-35.3615951538,-25690744.0,46594064.0,2042913.625,2307369.75,-104246304.0,123251400.0,-20787334.0,81198256.0,-48398676.0,33414138.0,25690744.0,46594064.0,2042913.625,2307369.75,104246304.0,123251400.0,20787334.0,81198256.0,48398676.0,33414138.0
174,0.00572979704132,0.0044468677969,0.00794029269222,0.0102900423561,0.0197495110587,0.0149132004587,0.013920659794,0.0195291935009,0.00876473323265,0.00965563458758,9.77600097656,-60.5923347473,-13.1510295868,-61.9196281433,6.7852191925,-32.9744606018,-7.43093061447,-35.706703186,-43132196.0,20602370.0,22551880.0,10008412.0,-56032660.0,51163700.0,-28950474.0,106606216.0,-98739512.0,33965708.0,43132196.0,20602370.0,22551880.0,10008412.0,56032660.0,51163700.0,28950474.0,106606216.0,98739512.0,33965708.0
175,0.00556602965248,0.0187561505951,0.019818162889,0.0205718677716,0.0136829448156,0.00262363721638,0.00168749046181,0.0180204770818,0.0200006952488,0.0120466952691,9.23635292053,-93.6801528931,-51.9061203003,-93.7042617798,9.21986103058,-24.5133209229,-41.3674468994,-42.9989089966,-79466480.0,139389888.0,124355.820312,181774.578125,-311929728.0,69522024.0,-291983.4375,6150986.5,-57659892.0,30406756.0,79466480.0,139389888.0,124355.820312,181774.578125,311929728.0,69522024.0,291983.4375,6150986.5,57659892.0,30406756.0
176,0.0207956824398,0.0210210054417,0.017056994266,0.00840466390115,0.0103368204865,0.00798442941095,0.00897904277575,0.0106740220281,0.000445325596771,0.00292780146875,24.3798217773,-64.6473617554,-15.7779951096,-65.2247543335,10.9776172638,-20.6262531281,-13.2284269333,-21.2733383179,-19224930.0,4879325.5,101058832.0,4353777.0,-99748472.0,82776328.0,-21738316.0,30331184.0,-36377592.0,67271816.0,19224930.0,4879325.5,101058832.0,4353777.0,99748472.0,82776328.0,21738316.0,30331184.0,36377592.0,67271816.0
177,0.00384371268813,0.0128246774293,0.0196886428788,0.0160806337083,0.00342663091003,0.0103670421738,0.0141868905275,0.00310450220844,0.00185459297226,0.0138431030494,37.7319793701,-82.5279159546,-21.1132831573,-87.8821182251,27.8392906189,-31.7810783386,-10.5397644043,-30.5075302124,-79729232.0,-9603143.0,74595448.0,40373184.0,-79474712.0,209921168.0,-14133245.0,75283104.0,-14861450.0,26951374.0,79729232.0,9603143.0,74595448.0,40373184.0,79474712.0,209921168.0,14133245.0,75283104.0,14861450.0,26951374.0
178,0.00536184696418,0.0145866927583,0.00392315080348,0.0193349842895,0.00703535201594,0.00970664021781,0.0124452400845,0.0200205560661,0.0206968196334,0.0190847254514,5.96220302582,-50.0525894165,-17.228263855,-54.1573219299,4.56690359116,-27.9574775696,-11.6126308441,-28.1978855133,-42344468.0,1812789.0,10521207.0,30951596.0,-87564624.0,34436568.0,-16136094.0,62530256.0,-88187888.0,16606655.0,42344468.0,1812789.0,10521207.0,30951596.0,87564624.0,34436568.0,16136094.0,62530256.0,88187888.0,16606655.0
179,0.0154752994838,0.00161810898146,0.00426649822712,0.0120993384187,0.022245071838,0.0164128194367,0.00437626472791,0.00807705717505,0.0217347084084,0.0114944398216,18.9485988617,-123.099868774,-23.2219009399,-124.131752014,17.8924827576,-74.5937652588,-20.8934135437,-77.6094741821,-17557878.0,22739826.0,7963606.0,7780885.5,-157546032.0,134917616.0,-21295708.0,213832704.0,-213776992.0,31758928.0,17557878.0,22739826.0,7963606.0,7780885.5,157546032.0,134917616.0,21295708.0,213832704.0,213776992.0,31758928.0
180,0.019659566353,0.019382049802,0.0176653745408,0.0141809769825,0.0150547948819,0.00776357603887,0.00277174990533,0.0214215897075,0.000794834733035,0.00616032929999,12.9007854462,-71.8819198608,-30.0690841675,-72.1679000854,7.48400068283,-23.7081985474,-27.2875957489,-29.716753006,-20973718.0,45307284.0,40845068.0,2156461.0,-205761120.0,56432836.0,-7452940.0,9158487.0,-61168984.0,41120488.0,20973718.0,45307284.0,40845068.0,2156461.0,205761120.0,56432836.0,7452940.0,9158487.0,61168984.0,41120488.0
181,0.013884937142,0.0217902624459,0.00479298077676,0.00562175341894,0.019154886984,0.00742552751754,0.0091345534219,0.00816134887751,0.00117369094416,0.0212698298075,29.347700119,-75.8617782593,-18.788476944,-76.99269104,10.890999794,-28.5336875916,-16.1002349854,-27.533203125,-20270590.0,-7544114.0,139172080.0,8527577.0,-121403232.0,82123192.0,-10860682.0,43104944.0,-66517024.0,70803160.0,20270590.0,7544114.0,139172080.0,8527577.0,121403232.0,82123192.0,10860682.0,43104944.0,66517024.0,70803160.0
182,0.0157728880248,0.000213719336085,0.00224769143831,0.00311042728377,0.00836732961534,0.0201100519833,0.00323215931339,0.00519628302081,0.00707371090914,0.0115608379616,36.9834938049,-237.899398804,-23.1833229065,-242.201644897,31.8944606781,-166.218139648,-21.7257537842,-170.382919312,-10990743.0,31404338.0,38373656.0,32440948.0,-163822256.0,240499024.0,-33205310.0,560472000.0,-506431424.0,78819408.0,10990743.0,31404338.0,38373656.0,32440948.0,163822256.0,240499024.0,33205310.0,560472000.0,506431424.0,78819408.0
183,0.0203525396466,0.0122085767922,0.0204080469623,0.0122641967292,0.0097914353942,0.0196853599385,0.0131404099834,0.01075648177,0.0116003996967,0.00806878702731,12.9840593338,-49.5131530762,-10.6275367737,-51.4258842468,11.369597435,-20.1437988281,-8.64940071106,-21.3146495819,-14916060.0,8828751.0,12173795.0,14422893.0,-65220496.0,85732032.0,-24751728.0,47750920.0,-33080776.0,35006416.0,14916060.0,8828751.0,12173795.0,14422893.0,65220496.0,85732032.0,24751728.0,47750920.0,33080776.0,35006416.0
184,0.00981344250498,0.00173005141583,0.0046814725348,0.0172426817572,0.00306832053838,0.00474975596694,0.00374412790193,0.00823209787684,0.00116996951938,0.00817461887372,21.8826351166,-124.272338867,-29.7736358643,-125.896202087,17.623960495,-69.6396789551,-24.2703781128,-76.3953704834,-41497120.0,50941028.0,32112378.0,12244655.0,-183009904.0,132892840.0,-6499719.5,196523296.0,-196111312.0,33400190.0,41497120.0,50941028.0,32112378.0,12244655.0,183009904.0,132892840.0,6499719.5,196523296.0,196111312.0,33400190.0
