iteration,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,d1,d2,d3,d4,d5,d6,d7,d8,s11_1,s11_2,s11_3,s11_4,s11_5,s11_6,s11_7,s11_8,s11_9,s11_10,mises_1,mises_2,mises_3,mises_4,mises_5,mises_6,mises_7,mises_8,mises_9,mises_10
10,0.00132389666017,0.0196526286946,0.0128963849989,0.00456038374239,0.0114263049265,0.0109805135274,0.00809491000155,0.00785367473629,0.01218654248,0.014100982477,17.0779399872,-68.6803588867,-26.8583431244,-72.6017684937,13.4011516571,-23.5468120575,-16.1466197968,-26.4682254791,-80771352.0,22028798.0,27724680.0,29569222.0,-121753000.0,101050896.0,-33885244.0,38914840.0,-38251492.0,33160916.0,80771352.0,22028798.0,27724680.0,29569222.0,121753000.0,101050896.0,33885244.0,38914840.0,38251492.0,33160916.0
11,0.0138524295069,0.0103774659382,0.000689996641568,0.00523070530436,0.0040507975513,0.0132220588099,0.0194499195464,0.0180408449418,0.0180106371106,0.018446169585,5.69292831421,-58.118221283,-10.3867931366,-66.7382278442,3.75418567657,-39.5814933777,-8.64915180206,-38.422039032,-13102617.0,-8742809.0,14619019.0,64998840.0,-65218620.0,28308302.0,-20186196.0,112250688.0,-135077248.0,49072416.0,13102617.0,8742809.0,14619019.0,64998840.0,65218620.0,28308302.0,20186196.0,112250688.0,135077248.0,49072416.0
12,0.00580922178277,0.0190160936228,0.0152185165929,0.00193443278334,0.000435872990202,0.000387890635307,0.0170758141787,0.00568007376172,0.00252568388667,0.0141305429351,25.3977928162,-58.5195655823,-14.636384964,-108.879096985,16.7069206238,-23.3805980682,-8.26064872742,-20.4674377441,-48076008.0,-21966578.0,65533204.0,379734240.0,-62289120.0,125977928.0,-16565219.0,46022424.0,-25161308.0,204177648.0,48076008.0,21966578.0,65533204.0,379734240.0,62289120.0,125977928.0,16565219.0,46022424.0,25161308.0,204177648.0
13,0.00781640289945,0.00162548632451,0.00365476681611,0.0119366065866,0.00384662418893,0.00620603311716,0.0160850051602,0.0102998807086,0.00731147977904,0.0107293232391,15.3299427032,-103.677566528,-11.7646932602,-107.767059326,13.1784343719,-72.5738372803,-6.23046922684,-77.9702758789,-41730612.0,40691624.0,16223370.0,30836644.0,-46980628.0,99371512.0,-15634716.0,270475680.0,-223934432.0,38645228.0,41730612.0,40691624.0,16223370.0,30836644.0,46980628.0,99371512.0,15634716.0,270475680.0,223934432.0,38645228.0
14,0.000592250688272,0.00876526599923,0.00953908865579,0.004294645143,0.00250931331387,0.020323912628,0.0115478118905,0.00476872915227,0.0136992073736,0.0184597333319,24.7895946503,-79.1557922363,-33.369644165,-97.5219802856,21.4254226685,-34.2297668457,-11.5850296021,-35.7197189331,-164266096.0,11234946.0,25367412.0,138489568.0,-87356496.0,161557616.0,-26623290.0,90993384.0,-48275344.0,32036198.0,164266096.0,11234946.0,25367412.0,138489568.0,87356496.0,161557616.0,26623290.0,90993384.0,48275344.0,32036198.0
15,0.000528823803629,0.000462309009042,0.00335831839379,0.0162481748466,0.00366832538602,0.0159277187392,0.0153325189096,0.0123266927238,0.00502790632547,0.0220303885413,21.7263355255,-136.403640747,-33.8654022217,-148.309234619,13.0400857925,-98.7378158569,-4.90542554855,-104.164718628,-218371664.0,40921360.0,65498352.0,89773776.0,-36989184.0,98328288.0,-21140268.0,374230560.0,-323100320.0,10051183.0,218371664.0,40921360.0,65498352.0,89773776.0,36989184.0,98328288.0,21140268.0,374230560.0,323100320.0,10051183.0
16,0.0180267005155,0.0116938211217,0.00508636897116,0.0146643645356,0.00895310318201,0.013028051082,0.00729445562645,0.0142689458358,0.00138384081697,0.00678460598551,14.6168737411,-70.7486877441,-20.3440341949,-71.8439407349,7.5308175087,-34.482925415,-17.6157226562,-34.4280891418,-20572732.0,-413473.0625,53432152.0,8258765.0,-132830712.0,56785856.0,-15412697.0,63386528.0,-101615696.0,35765052.0,20572732.0,413473.0625,53432152.0,8258765.0,132830712.0,56785856.0,15412697.0,63386528.0,101615696.0,35765052.0
17,0.0218571825446,0.0197770311802,0.0069598266899,0.0193937444311,0.00704938888799,0.0212127754917,0.0168113245124,0.00943219935747,0.00574310446334,0.000250975510682,9.76124763489,-51.4930915833,-11.3129272461,-51.6443214417,9.57562160492,-22.3082275391,-8.66289234161,-21.0546646118,-19982494.0,-9452447.0,1399706.25,1140333.125,-65322224.0,72204624.0,-45296652.0,46719856.0,-48004880.0,31849200.0,19982494.0,9452447.0,1399706.25,1140333.125,65322224.0,72204624.0,45296652.0,46719856.0,48004880.0,31849200.0
18,0.0198487270677,0.00091388026908,0.018513205771,0.0217287693391,0.0129027184419,0.0039225649834,0.0196024295711,0.0219894183183,0.0159146011653,0.0115198367617,7.44098472595,-46.3107032776,-6.61952590942,-46.1477394104,7.57310771942,-24.0029067993,-3.54168701172,-35.8442993164,-23208334.0,89289600.0,-996270.625,-1228831.75,-26705962.0,57104744.0,1946449.375,121788344.0,-61944152.0,29981632.0,23208334.0,89289600.0,996270.625,1228831.75,26705962.0,57104744.0,1946449.375,121788344.0,61944152.0,29981632.0
19,0.00857185814942,0.00787288352035,0.00469375477428,0.0152419258808,0.00981003672718,0.00443155188507,0.00241163349839,0.0150573635368,0.00672755659783,0.0113154942488,10.888250351,-116.728744507,-48.2958068848,-118.180610657,8.77116107941,-52.8102416992,-43.0757522583,-59.2045936584,-39361628.0,48216388.0,15963834.0,10947728.0,-324811136.0,66138624.0,-13422581.0,60809472.0,-166037536.0,31305742.0,39361628.0,48216388.0,15963834.0,10947728.0,324811136.0,66138624.0,13422581.0,60809472.0,166037536.0,31305742.0
20,0.00738678414781,0.0196889163472,0.0203207546322,0.000467453991583,0.00458320981765,0.00744072067877,0.0222883596477,0.0176864124614,0.0076964339896,0.0048574310145,12.3831996918,-64.4744186401,-7.1123380661,-75.5166244507,5.80758428574,-11.8938694,-5.97792577744,-16.6443767548,-8553995.0,35821020.0,49583188.0,83263376.0,-45076332.0,43791880.0,-111104640.0,40214992.0,-22946708.0,191161440.0,8553995.0,35821020.0,49583188.0,83263376.0,45076332.0,43791880.0,111104640.0,40214992.0,22946708.0,191161440.0
21,0.0152487281702,0.0189250280999,0.021052861867,0.00780349782909,0.0199314949195,0.0155337213021,0.0109709112332,0.0222536453357,0.0053441025933,0.0163974759942,10.8373708725,-42.7304649353,-11.968003273,-44.100692749,5.72693395615,-14.9239645004,-9.89059829712,-17.291639328,-15664599.0,17853366.0,38535060.0,10332149.0,-74579696.0,43183736.0,-17761024.0,27903640.0,-34674936.0,43289012.0,15664599.0,17853366.0,38535060.0,10332149.0,74579696.0,43183736.0,17761024.0,27903640.0,34674936.0,43289012.0
22,0.00196699878898,0.00388151207321,0.0205754448846,0.00485604375121,0.0171552964348,0.0135767028546,0.0190022970473,0.00834979214662,0.00772322349224,0.0066181682725,21.316526413,-73.5191955566,-17.1238918304,-75.5740127563,16.7522506714,-27.8718223572,-5.05601358414,-32.0813751221,-90997392.0,31741984.0,34416752.0,15494228.0,-38124688.0,126319736.0,-56799608.0,101891880.0,-41923368.0,52127396.0,90997392.0,31741984.0,34416752.0,15494228.0,38124688.0,126319736.0,56799608.0,101891880.0,41923368.0,52127396.0
23,0.0195942944272,0.0136616865506,0.0215510039355,0.0200412101582,0.00310799141095,0.012472359076,0.00240827295529,0.000941383224402,0.0017083157921,0.0195661114079,90.9415130615,-242.506881714,-67.3733444214,-246.009033203,84.5699768066,-87.2767868042,-64.9183502197,-85.0735626221,-18511756.0,-16613317.0,48044328.0,26407770.0,-489514464.0,637696832.0,-5932286.0,75989824.0,-10205291.0,25595798.0,18511756.0,16613317.0,48044328.0,26407770.0,489514464.0,637696832.0,5932286.0,75989824.0,10205291.0,25595798.0
24,0.0178083824253,0.0187179544775,0.00773701089191,0.0139139894532,0.0176684691088,0.00857345244144,0.0129139999565,0.0050980409183,0.00190085826818,0.00606661643995,24.0299510956,-66.9251480103,-14.1103401184,-67.6770629883,17.0408554077,-27.2353725433,-11.5439596176,-25.1572628021,-19351696.0,-15669915.0,52701012.0,5669822.0,-87046808.0,128495952.0,-23352710.0,51325304.0,-38435688.0,35027324.0,19351696.0,15669915.0,52701012.0,5669822.0,87046808.0,128495952.0,23352710.0,51325304.0,38435688.0,35027324.0
25,0.0201200982393,0.0127713426846,0.0208925133915,0.0103689637136,0.00630215589275,0.0177835702234,0.0187013388877,0.00033883688584,0.0151576701108,0.00212470392132,57.5822410583,-132.604568481,-13.8892974854,-134.620269775,56.7441673279,-51.3612670898,-11.5888538361,-46.5227355957,-17346410.0,-36484788.0,6319460.5,15199310.0,-87385336.0,427877312.0,-63757412.0,131708824.0,20294774.0,47601196.0,17346410.0,36484788.0,6319460.5,15199310.0,87385336.0,427877312.0,63757412.0,131708824.0,20294774.0,47601196.0
26,0.0026521082646,0.0199915527849,0.000961330050767,0.00545654337682,0.0223133293886,0.00954122598893,0.00266237022694,0.00382947501163,0.0054967848204,0.0168150245004,27.6032066345,-167.861968994,-66.4421081543,-169.695953369,20.158493042,-73.7304992676,-59.6299972534,-73.7453460693,-51366456.0,111963.585938,56136592.0,13828995.0,-449637824.0,152004384.0,-25952102.0,53218152.0,-201978880.0,35307648.0,51366456.0,111963.585938,56136592.0,13828995.0,449637824.0,152004384.0,25952102.0,53218152.0,201978880.0,35307648.0
27,0.00237582496761,0.0205704146997,0.00857880413266,0.0219103461026,0.020535695838,0.00668141113304,0.00576679626365,0.0108022673613,0.00231490832176,0.0147441704925,20.8550548553,-77.5309448242,-36.1204147339,-78.7150268555,10.3509874344,-27.7677192688,-21.5265293121,-30.4847507477,-110044664.0,20487688.0,79205536.0,8928534.0,-162320016.0,78051248.0,-17586662.0,33774576.0,-65665112.0,16875210.0,110044664.0,20487688.0,79205536.0,8928534.0,162320016.0,78051248.0,17586662.0,33774576.0,65665112.0,16875210.0
28,0.000952247206077,0.000296598532201,0.0221877832699,0.0067157828483,0.0134947708846,0.0101904989199,0.00711508499127,0.00147796707187,0.0206295882266,0.0219001949944,113.181770325,-262.460296631,-24.6138191223,-265.807830811,110.991996765,-124.383987427,-10.1068181992,-133.33744812,-109389520.0,67513200.0,16511913.0,25241882.0,-76210096.0,836931136.0,-21996578.0,464608000.0,-50490904.0,21935314.0,109389520.0,67513200.0,16511913.0,25241882.0,76210096.0,836931136.0,21996578.0,464608000.0,50490904.0,21935314.0
29,0.0218998172813,0.00256787922406,0.00490615244121,0.0139730109379,0.0221285389902,0.0122864052074,0.0155580344772,0.0149645113383,0.00589461653654,0.0122568829608,11.8454437256,-76.9284286499,-8.49378395081,-77.7082061768,8.91811847687,-51.8486862183,-6.58815288544,-54.5129203796,-14369343.0,20089546.0,22073394.0,5879940.5,-49677728.0,67246744.0,-15012716.0,180687488.0,-161858208.0,31849484.0,14369343.0,20089546.0,22073394.0,5879940.5,49677728.0,67246744.0,15012716.0,180687488.0,161858208.0,31849484.0
30,0.00698087157314,0.00560850453584,0.00189242459644,0.00638331701468,0.0222056436718,0.0101467584568,0.0147432772372,0.0145508561277,0.021245341441,0.00885357697165,7.80636119843,-82.1569442749,-13.455373764,-83.6896209717,6.20440673828,-52.9726257324,-9.8806886673,-53.5971450806,-26954778.0,4709168.5,12079481.0,11557094.0,-74504976.0,46784100.0,-40992768.0,164821184.0,-176327024.0,41688252.0,26954778.0,4709168.5,12079481.0,11557094.0,74504976.0,46784100.0,40992768.0,164821184.0,176327024.0,41688252.0
31,0.00696878232006,0.00742947665875,0.00719287550786,0.0191374749264,0.0201816255291,0.00687926610423,0.00758918829526,0.0123159563274,0.0130987520259,0.0134810764008,11.3981523514,-68.379989624,-20.6286029816,-69.4655227661,9.72565174103,-33.6309242249,-15.3076324463,-37.0778083801,-40122584.0,25991102.0,12611426.0,8185403.5,-115426648.0,73335928.0,-17329474.0,82078616.0,-90128424.0,20662146.0,40122584.0,25991102.0,12611426.0,8185403.5,115426648.0,73335928.0,17329474.0,82078616.0,90128424.0,20662146.0
32,0.00557960704772,0.00051882312061,0.00554945943212,0.00168881606278,0.0124731310807,0.00165703659699,0.00175192292157,0.014368804747,0.00660930131544,0.0179000007475,15.7590150833,-171.475067139,-46.3755226135,-173.768508911,11.4308071136,-65.0785827637,-40.9303398132,-110.265525818,-41059192.0,340730528.0,32636696.0,17293674.0,-308633728.0,86193584.0,-17042120.0,261409728.0,-202264544.0,191842960.0,41059192.0,340730528.0,32636696.0,17293674.0,308633728.0,86193584.0,17042120.0,261409728.0,202264544.0,191842960.0
33,0.0111682386827,0.0194868549796,0.00353212450559,0.0113521942755,0.0179630282792,0.00179644933066,0.0214366134109,0.00396141228053,0.0175402262968,0.0222398550182,20.1021537781,-56.2243766785,-9.34002494812,-58.5032196045,17.7683811188,-26.8967342377,-7.72351121902,-23.1926937103,-12189260.0,-27930172.0,17597742.0,17183538.0,-58238856.0,133981824.0,-19627892.0,58322408.0,-34416008.0,16958814.0,12189260.0,27930172.0,17597742.0,17183538.0,58238856.0,133981824.0,19627892.0,58322408.0,34416008.0,16958814.0
34,0.0185613092596,0.0072615357429,0.00246688658278,0.0116433478138,0.020763918271,0.00666938341323,0.0201874481241,0.00325064817104,0.0205640473073,0.000775233981608,25.1283321381,-98.0378646851,-10.5664291382,-98.303024292,24.8605957031,-49.8838119507,-7.6850194931,-45.1370391846,-21727164.0,-35792860.0,2018848.125,1999412.125,-57948612.0,187460416.0,-75734440.0,141202800.0,-94343328.0,48983560.0,21727164.0,35792860.0,2018848.125,1999412.125,57948612.0,187460416.0,75734440.0,141202800.0,94343328.0,48983560.0
35,0.00717786662318,0.0203975481492,0.0181628434478,0.0204891028328,0.018992981121,0.0168640836193,0.0155896834378,0.00407204757431,0.00980300778198,0.0036158391733,21.8356151581,-65.8409576416,-16.0183353424,-66.6033401489,20.3585128784,-24.0823154449,-9.8175573349,-22.8610286713,-46756740.0,-9209071.0,11138028.0,5748760.0,-74028936.0,153512624.0,-42704492.0,49176908.0,-14039597.0,23164980.0,46756740.0,9209071.0,11138028.0,5748760.0,74028936.0,153512624.0,42704492.0,49176908.0,14039597.0,23164980.0
36,0.0161578466583,0.0150983772177,0.00574824590352,0.00151060763419,0.0217554500924,0.0182618491909,0.012429558855,0.0122518247227,0.0192311108458,0.0102685339401,10.2756214142,-61.8377227783,-11.9860172272,-64.0824356079,7.73625040054,-25.3489780426,-11.3576192856,-26.7530593872,-4738409.0,10587426.0,19148032.0,16926190.0,-85641720.0,58334916.0,-50714984.0,58044376.0,-66404064.0,71676600.0,4738409.0,10587426.0,19148032.0,16926190.0,85641720.0,58334916.0,50714984.0,58044376.0,66404064.0,71676600.0
37,0.00897139921511,0.00768682914304,0.00586946396246,0.000609679483621,0.0146178027669,0.00944372102936,0.0129099937831,0.0014634831257,0.00805332635182,0.00317415824627,53.425907135,-161.585525513,-14.1169652939,-164.87197876,47.4605903625,-52.5055847168,-12.8966722488,-52.454914093,-9201579.0,-382090.03125,44981264.0,24781360.0,-97246888.0,357874848.0,-161396208.0,149143744.0,-19020800.0,191485680.0,9201579.0,382090.03125,44981264.0,24781360.0,97246888.0,357874848.0,161396208.0,149143744.0,19020800.0,191485680.0
38,0.00287790542423,0.00589522405998,0.0187276022598,0.00901839549022,0.00909237006126,0.0138522596658,0.00531908779222,0.000228385936909,0.0119663631822,0.0113402594324,122.800392151,-282.712890625,-46.2692985535,-286.971252441,119.564788818,-114.779937744,-39.226020813,-111.029556274,-53109568.0,-28279614.0,24397934.0,32109940.0,-295782400.0,901573952.0,-36408856.0,270716000.0,18040000.0,23968202.0,53109568.0,28279614.0,24397934.0,32109940.0,295782400.0,901573952.0,36408856.0,270716000.0,18040000.0,23968202.0
39,0.0146718676195,0.00993089784105,0.0155202757024,0.0165316222951,0.00542819768465,0.0112090270861,0.0108431815083,0.00512839815507,0.0093437829133,0.0126803754247,23.1302986145,-69.8988342285,-14.5307445526,-73.1607894897,21.23528862,-30.3317565918,-11.7170772552,-31.1019210815,-21216362.0,5807402.0,14289256.0,24596674.0,-88352192.0,160123920.0,-14890671.0,73085360.0,-34295792.0,26629154.0,21216362.0,5807402.0,14289256.0,24596674.0,88352192.0,160123920.0,14890671.0,73085360.0,34295792.0,26629154.0
40,0.0204842776415,0.020726752268,0.00625807518525,0.0146172697555,0.0011454041725,0.00167133726289,0.0115832972912,0.0198195902579,0.00365121329667,0.0173109473801,8.18068885803,-43.3107185364,-13.8943767548,-52.9647026062,5.15219402313,-24.6435985565,-11.5544996262,-21.7688159943,-17643758.0,-21677184.0,22836258.0,72795504.0,-87126288.0,38849932.0,-6811725.0,38510344.0,-73487112.0,34967136.0,17643758.0,21677184.0,22836258.0,72795504.0,87126288.0,38849932.0,6811725.0,38510344.0,73487112.0,34967136.0
41,0.0199453755023,0.00708178175693,0.0156563828429,0.0191792800784,0.00842875472844,0.0158528855687,0.0166441359853,0.013449892165,0.0193433611683,0.0202515304375,10.7120838165,-44.4059715271,-8.31873512268,-46.6602745056,9.72978687286,-22.7146835327,-6.3138885498,-24.7262268066,-15117469.0,15167968.0,7406972.0,16998490.0,-47609648.0,73367104.0,-10005328.0,69418784.0,-48956072.0,22233308.0,15117469.0,15167968.0,7406972.0,16998490.0,47609648.0,73367104.0,10005328.0,69418784.0,48956072.0,22233308.0
42,0.021680974958,0.0129241602738,0.00402973316005,0.00570340860792,0.00496077286517,0.0128855307129,0.0171245325823,0.00123404014012,0.0154104529803,0.016210291491,45.8199691772,-100.144233704,-11.7532558441,-107.168647766,43.5587501526,-39.8842315674,-10.6397514343,-37.6043739319,-8396341.0,-17191164.0,17050642.0,52967368.0,-80228656.0,328453152.0,-22923526.0,101662880.0,13853787.0,45138780.0,8396341.0,17191164.0,17050642.0,52967368.0,80228656.0,328453152.0,22923526.0,101662880.0,13853787.0,45138780.0
43,0.00789654355919,0.0116590567127,0.00377125438374,0.016497261309,0.000976759638819,0.0221570982295,0.0182548928772,0.0142126602646,0.00608469102945,0.0206176722849,8.20310974121,-46.7625274658,-14.0238456726,-58.3202476501,6.34777784348,-29.7706794739,-7.98331403732,-29.0274124146,-45548408.0,-5604580.0,13990061.0,87150560.0,-60197888.0,47865188.0,-5838924.5,79341128.0,-88309768.0,30832742.0,45548408.0,5604580.0,13990061.0,87150560.0,60197888.0,47865188.0,5838924.5,79341128.0,88309768.0,30832742.0
44,0.021666562629,0.00319312110116,0.0175300532771,0.0190202829344,0.0149168348642,0.0158331828997,0.0100827226472,0.0208754117151,0.021931593535,0.00867059660471,8.0731010437,-46.6269264221,-10.0387506485,-47.5009498596,7.47863292694,-23.1504249573,-7.9179391861,-26.3828887939,-15991901.0,24374286.0,4482567.5,6590547.5,-59704932.0,56392360.0,-16034780.0,69617144.0,-59086284.0,25762530.0,15991901.0,24374286.0,4482567.5,6590547.5,59704932.0,56392360.0,16034780.0,69617144.0,59086284.0,25762530.0
45,0.0181370636736,0.00980939423789,0.00377026500475,0.00738952307483,0.00290495328528,0.020528084793,0.0216662302826,0.00274408521378,0.0135872929083,0.0092532066804,28.6565990448,-80.3740005493,-9.45421791077,-88.3319168091,26.9552059174,-38.1924057007,-7.47644472122,-37.1746826172,-14913328.0,-7674124.5,12829295.0,60006360.0,-56375860.0,203254752.0,-26641492.0,111969240.0,-42366852.0,51765592.0,14913328.0,7674124.5,12829295.0,60006360.0,56375860.0,203254752.0,26641492.0,111969240.0,42366852.0,51765592.0
46,0.00271938749816,0.00671410859356,0.00564983267674,0.016940469788,0.000150281688085,0.00433516761257,0.0099411695391,0.000533700837894,0.0141918987739,0.0136987321688,92.4806594849,-185.19430542,-38.219367981,-226.194747925,92.0464935303,-87.1088027954,-18.7933979034,-72.6480331421,-146480816.0,-109040912.0,3273807.0,309162368.0,-141710928.0,694073216.0,-4796553.0,203044464.0,18616224.0,33253780.0,146480816.0,109040912.0,3273807.0,309162368.0,141710928.0,694073216.0,4796553.0,203044464.0,18616224.0,33253780.0
47,0.0188716845419,0.00471276296923,0.00647328193741,0.0122734839806,0.00621304270124,0.0132508216382,0.00570986780721,0.0154530314762,0.0178753629776,0.0182709020461,9.83207702637,-75.0591049194,-19.9342880249,-78.4836578369,8.64178943634,-41.2169532776,-17.9359760284,-43.9972839355,-15068200.0,20964984.0,8975321.0,25822698.0,-135245568.0,65163100.0,-12418262.0,98257184.0,-122815928.0,32765664.0,15068200.0,20964984.0,8975321.0,25822698.0,135245568.0,65163100.0,12418262.0,98257184.0,122815928.0,32765664.0
48,0.0219858347871,0.0123418901262,0.0111130249817,0.0193303121995,0.0173793975296,0.0129086650538,0.00869093378494,0.00645674847792,0.00249529498069,0.0182460054927,22.3659343719,-69.1432876587,-16.6428184509,-69.9249420166,16.9218425751,-29.7167491913,-14.5776758194,-30.0938491821,-15572138.0,2843503.5,41050980.0,5893995.0,-109922432.0,127598536.0,-7939476.5,58499572.0,-48239768.0,25047646.0,15572138.0,2843503.5,41050980.0,5893995.0,109922432.0,127598536.0,7939476.5,58499572.0,48239768.0,25047646.0
49,0.00271897086755,0.0168884130852,0.0123398652616,0.0217905688043,0.0171991986599,0.0219836655487,0.0031360971714,0.0113283655907,0.012954463027,0.00706938281868,14.7549409866,-89.1024093628,-41.3125991821,-90.6201629639,12.7398805618,-32.2992858887,-29.2182006836,-34.6851348877,-91197376.0,17990390.0,15194493.0,11444547.0,-220318784.0,96064608.0,-39376812.0,20611602.0,-73743496.0,16092836.0,91197376.0,17990390.0,15194493.0,11444547.0,220318784.0,96064608.0,39376812.0,20611602.0,73743496.0,16092836.0
50,0.0113882916344,0.00809555855635,0.0119594322348,7.9023048209e-05,0.0100209187592,0.010183914277,0.00692407771874,0.00905454987587,0.0176951262476,0.0154504581468,16.9040088654,-78.8943557739,-16.3414535522,-84.7085494995,13.6113767624,-28.8081893921,-16.277797699,-35.0466156006,-480002.75,47040644.0,24827980.0,43841728.0,-122742136.0,102636088.0,-40213036.0,70762800.0,-57295504.0,97828208.0,480002.75,47040644.0,24827980.0,43841728.0,122742136.0,102636088.0,40213036.0,70762800.0,57295504.0,97828208.0
